company,industry,region,lead_source,job_title,current_plan,employees,annual_revenue_musd,trial_users,pricing_page_visits,daily_active_users,invited_teammates,webinar_attended,support_tickets,days_since_signup,email_opens,product_sessions,feature_events,buying_intent_score,icp_match_score,converted
EdTech Co 2371,EdTech,LATAM,Referral,Director,Free Trial,6,0.15,13,31,18,6,0,0,316,6,67,29,18,77,0
RealEstate Co 2372,Real Estate,Europe,Webinar,VP,Enterprise,282,8.87,44,57,36,5,0,4,84,30,58,80,91,96,0
Cybersecurity Co 2373,Cybersecurity,Europe,Email Campaign,C-Level,Enterprise,13,0.29,52,67,29,16,1,9,214,26,94,198,79,57,1
SaaS Co 2374,SaaS,North America,Organic Search,Director,Enterprise,31,1.22,16,37,2,6,1,8,239,19,25,7,46,13,0
SaaS Co 2375,SaaS,Europe,Referral,VP,Enterprise,8,0.29,17,77,19,7,1,4,216,37,56,16,74,43,1
RealEstate Co 2376,Real Estate,Middle East,Webinar,Director,Enterprise,9,0.31,7,72,2,0,0,5,88,22,57,42,61,23,0
Healthcare Co 2377,Healthcare,APAC,Referral,Director,Starter,9,0.08,4,12,8,15,0,7,298,1,16,171,78,53,0
SaaS Co 2378,SaaS,Europe,Webinar,Individual Contributor,Enterprise,2906,57.65,22,10,24,5,1,6,50,10,9,23,75,68,0
SaaS Co 2379,SaaS,LATAM,LinkedIn,VP,Starter,68,1.69,46,88,20,13,0,0,243,18,13,154,26,46,1
E-commerce Co 2380,E-commerce,North America,Organic Search,Manager,Growth,145,5.76,33,88,22,6,1,2,145,26,77,155,87,81,1
Cybersecurity Co 2381,Cybersecurity,Middle East,Email Campaign,VP,Growth,847,18.34,41,8,8,4,0,0,249,17,64,72,46,48,0
Manufacturing Co 2382,Manufacturing,LATAM,Conference,VP,Enterprise,505,19.95,40,13,14,11,0,8,219,21,10,138,40,46,0
Healthcare Co 2383,Healthcare,LATAM,LinkedIn,Director,Free Trial,70,2.36,29,82,24,16,0,7,151,30,26,186,43,98,0
Healthcare Co 2384,Healthcare,Europe,Referral,VP,Free Trial,6,0.14,53,68,0,14,0,0,73,24,44,110,65,31,1
Manufacturing Co 2385,Manufacturing,Europe,LinkedIn,C-Level,Starter,2549,96.4,33,6,0,16,1,6,125,34,102,182,88,49,1
Cybersecurity Co 2386,Cybersecurity,LATAM,Paid Ads,Director,Free Trial,89,1.6,28,14,14,16,0,7,187,33,64,13,83,65,0
Manufacturing Co 2387,Manufacturing,LATAM,Partner,VP,Growth,607,9.7,5,12,0,5,1,6,138,28,80,106,26,16,0
E-commerce Co 2388,E-commerce,Europe,Email Campaign,VP,Growth,1221,40.29,51,44,7,8,0,6,187,3,40,196,29,56,0
Healthcare Co 2389,Healthcare,North America,Paid Ads,C-Level,Growth,91,1.8,3,80,11,11,0,4,396,12,65,182,27,14,0
Cybersecurity Co 2390,Cybersecurity,Middle East,Conference,C-Level,Enterprise,15,0.48,23,35,6,14,1,8,129,0,29,161,45,80,1
EdTech Co 2391,EdTech,Europe,Organic Search,VP,Starter,488,8.95,23,2,10,11,0,1,160,9,111,26,64,29,0
EdTech Co 2392,EdTech,India,Partner,C-Level,Growth,2074,35.16,16,46,2,9,0,8,131,11,31,145,77,41,0
Healthcare Co 2393,Healthcare,India,Partner,Director,Enterprise,8,0.24,36,45,16,7,1,1,37,30,31,16,76,82,0
SaaS Co 2394,SaaS,APAC,Webinar,VP,Free Trial,21,0.29,28,66,16,9,0,2,136,38,11,168,81,99,1
FinTech Co 2395,FinTech,North America,Partner,C-Level,Free Trial,201,5.97,55,61,13,16,1,4,14,32,95,143,41,49,1
SaaS Co 2396,SaaS,Europe,Webinar,Manager,Enterprise,370,12.4,12,49,20,1,1,0,262,25,84,67,10,14,1
FinTech Co 2397,FinTech,APAC,Conference,Director,Growth,7,0.17,21,43,8,9,0,6,275,15,52,44,16,31,0
RealEstate Co 2398,Real Estate,Europe,Organic Search,VP,Free Trial,289,9.6,13,33,5,16,0,0,266,37,91,150,75,75,0
RealEstate Co 2399,Real Estate,APAC,LinkedIn,C-Level,Growth,1414,20.14,9,51,4,13,0,9,155,6,80,175,72,67,0
SaaS Co 2400,SaaS,LATAM,Webinar,VP,Enterprise,640,21.83,3,46,11,13,1,4,67,9,7,164,93,26,1
FinTech Co 2401,FinTech,Middle East,Partner,Individual Contributor,Enterprise,125,2.02,31,83,1,0,0,3,44,3,90,207,35,28,0
FinTech Co 2402,FinTech,Europe,Email Campaign,VP,Free Trial,6,0.16,25,13,15,1,0,5,346,29,21,128,71,14,0
Cybersecurity Co 2403,Cybersecurity,Middle East,Referral,C-Level,Free Trial,28,1.11,25,71,8,6,0,6,52,18,3,146,67,34,1
E-commerce Co 2404,E-commerce,APAC,LinkedIn,C-Level,Starter,1413,22.31,43,18,35,10,1,8,253,36,69,57,54,31,1
Cybersecurity Co 2405,Cybersecurity,APAC,Partner,Director,Enterprise,1011,27.57,4,67,7,5,1,9,51,17,51,67,11,50,0
EdTech Co 2406,EdTech,Middle East,Email Campaign,Manager,Growth,17,0.18,47,32,26,2,0,6,292,15,44,176,93,13,0
EdTech Co 2407,EdTech,Middle East,Email Campaign,VP,Starter,92,1.45,32,8,6,5,0,2,219,23,31,6,99,14,0
SaaS Co 2408,SaaS,North America,Referral,Individual Contributor,Growth,22,0.75,15,50,18,12,1,5,254,19,86,46,40,56,1
Cybersecurity Co 2409,Cybersecurity,Europe,Email Campaign,Manager,Enterprise,801,22.32,21,28,23,11,0,8,87,37,0,104,65,65,0
E-commerce Co 2410,E-commerce,LATAM,Partner,VP,Enterprise,1014,12.84,49,42,23,5,0,7,45,37,17,70,55,44,1
RealEstate Co 2411,Real Estate,Europe,Partner,Manager,Growth,77,1.38,9,12,1,15,1,8,239,30,43,179,86,28,0
Cybersecurity Co 2412,Cybersecurity,Middle East,Conference,VP,Growth,629,17.95,15,11,4,9,1,1,21,38,103,169,18,37,0
EdTech Co 2413,EdTech,APAC,Email Campaign,Manager,Growth,8,0.29,17,79,22,10,0,6,307,24,39,44,53,89,0
RealEstate Co 2414,Real Estate,LATAM,LinkedIn,C-Level,Growth,7,0.07,26,41,10,12,0,6,55,1,99,66,7,68,0
FinTech Co 2415,FinTech,India,Referral,Director,Starter,22,0.25,28,35,14,6,1,5,284,9,44,180,55,59,1
RealEstate Co 2416,Real Estate,Middle East,Webinar,Director,Growth,2468,58.21,45,30,31,11,0,1,217,6,47,216,81,84,1
Healthcare Co 2417,Healthcare,Middle East,Organic Search,C-Level,Enterprise,2901,96.69,43,26,2,16,0,1,228,24,17,33,59,54,0
FinTech Co 2418,FinTech,APAC,Email Campaign,Individual Contributor,Growth,912,30.04,37,80,6,4,0,0,317,38,69,10,99,74,0
FinTech Co 2419,FinTech,North America,Email Campaign,Individual Contributor,Growth,960,26.58,45,55,6,8,0,8,87,20,3,5,92,48,0
FinTech Co 2420,FinTech,India,Conference,Director,Enterprise,1631,18.72,42,30,16,14,0,6,312,1,122,18,89,72,0
EdTech Co 2421,EdTech,Middle East,Paid Ads,C-Level,Starter,51,0.63,48,62,1,14,1,2,146,7,85,0,89,58,1
Cybersecurity Co 2422,Cybersecurity,Middle East,Partner,Manager,Starter,17,0.66,50,15,28,3,0,1,329,31,104,18,10,85,0
RealEstate Co 2423,Real Estate,North America,LinkedIn,Manager,Free Trial,22,0.25,52,66,17,15,1,3,32,30,54,122,35,64,0
RealEstate Co 2424,Real Estate,LATAM,Webinar,Individual Contributor,Starter,770,9.98,41,85,25,13,0,1,33,0,60,102,34,54,0
EdTech Co 2425,EdTech,Middle East,Organic Search,Individual Contributor,Enterprise,19,0.39,3,58,10,10,0,3,124,11,97,132,50,74,0
EdTech Co 2426,EdTech,APAC,Referral,Manager,Enterprise,6,0.14,50,48,20,14,1,6,346,28,55,141,26,61,0
RealEstate Co 2427,Real Estate,North America,Conference,Individual Contributor,Growth,816,19.98,52,59,0,6,1,7,149,31,52,94,96,48,0
SaaS Co 2428,SaaS,India,Organic Search,Director,Growth,179,6,26,49,11,12,0,0,123,37,76,43,87,51,1
EdTech Co 2429,EdTech,Middle East,Webinar,Director,Starter,14,0.55,12,20,10,18,1,2,171,0,68,66,67,20,0
Cybersecurity Co 2430,Cybersecurity,India,Webinar,Manager,Enterprise,40,0.81,46,73,40,1,1,6,104,15,82,27,95,13,1
FinTech Co 2431,FinTech,APAC,LinkedIn,Manager,Free Trial,9,0.21,17,37,25,4,0,2,89,22,81,217,6,55,0
Healthcare Co 2432,Healthcare,LATAM,Organic Search,Individual Contributor,Growth,221,5.18,14,1,6,3,0,8,214,5,0,88,13,97,0
FinTech Co 2433,FinTech,India,Conference,VP,Growth,86,1.22,51,15,6,0,1,5,207,8,54,186,70,73,0
FinTech Co 2434,FinTech,APAC,Email Campaign,Individual Contributor,Growth,88,1.92,8,89,12,16,0,2,262,5,86,148,21,35,0
SaaS Co 2435,SaaS,North America,Partner,C-Level,Growth,505,14.55,26,29,30,12,0,0,373,7,100,171,96,11,1
Manufacturing Co 2436,Manufacturing,North America,Paid Ads,Director,Growth,13,0.15,32,51,29,12,1,1,373,15,122,72,25,54,0
EdTech Co 2437,EdTech,India,Webinar,Individual Contributor,Free Trial,18,0.58,33,1,22,14,0,6,171,20,54,85,68,48,0
E-commerce Co 2438,E-commerce,Europe,Email Campaign,Director,Starter,10,0.39,7,15,1,12,1,4,376,12,28,164,32,26,0
Cybersecurity Co 2439,Cybersecurity,LATAM,LinkedIn,C-Level,Starter,9,0.28,27,20,14,11,0,7,78,30,71,12,41,51,0
Healthcare Co 2440,Healthcare,Europe,Partner,Director,Growth,15,0.34,23,0,8,18,1,4,73,0,117,135,33,41,0
EdTech Co 2441,EdTech,Middle East,LinkedIn,Individual Contributor,Starter,30,0.98,33,40,31,2,0,3,181,22,97,29,6,94,0
Manufacturing Co 2442,Manufacturing,Europe,Paid Ads,Manager,Growth,428,6.13,30,47,8,2,0,2,187,37,112,179,44,66,0
FinTech Co 2443,FinTech,Europe,Organic Search,Manager,Free Trial,257,9.47,28,23,15,2,1,5,138,3,126,149,68,90,1
Healthcare Co 2444,Healthcare,APAC,Partner,Individual Contributor,Starter,1295,31.84,43,44,8,7,0,6,293,18,115,169,45,42,0
E-commerce Co 2445,E-commerce,LATAM,Email Campaign,Director,Starter,1487,13.42,26,52,28,15,0,7,313,17,129,106,95,51,0
Healthcare Co 2446,Healthcare,APAC,Paid Ads,Manager,Free Trial,292,7.45,13,47,15,6,1,8,8,33,103,97,30,38,0
RealEstate Co 2447,Real Estate,LATAM,Email Campaign,C-Level,Enterprise,1425,30.33,22,40,25,6,0,6,45,1,40,84,14,35,0
FinTech Co 2448,FinTech,APAC,Referral,Director,Enterprise,98,2.95,38,50,12,0,0,5,145,29,24,213,85,31,1
FinTech Co 2449,FinTech,APAC,Referral,C-Level,Enterprise,97,3.24,53,26,17,0,1,9,172,29,96,67,78,7,1
FinTech Co 2450,FinTech,Middle East,Email Campaign,VP,Starter,374,9.69,31,66,1,9,0,8,336,8,110,32,16,62,1
EdTech Co 2451,EdTech,Europe,Referral,Director,Starter,132,1.92,50,68,1,7,0,6,77,33,78,211,23,8,0
Healthcare Co 2452,Healthcare,India,Referral,Director,Starter,10,0.1,40,84,9,16,0,9,333,29,74,41,7,73,1
EdTech Co 2453,EdTech,LATAM,Email Campaign,C-Level,Free Trial,6,0.12,26,33,1,9,0,4,61,16,109,131,43,58,0
Healthcare Co 2454,Healthcare,Middle East,Organic Search,Individual Contributor,Starter,285,10.94,6,51,12,18,0,3,77,27,52,69,36,57,0
SaaS Co 2455,SaaS,APAC,LinkedIn,C-Level,Enterprise,1570,51.21,3,35,2,17,1,0,274,4,126,112,54,22,1
EdTech Co 2456,EdTech,Europe,Partner,Director,Free Trial,12,0.22,43,45,5,12,1,0,126,35,22,157,26,24,0
Healthcare Co 2457,Healthcare,LATAM,Organic Search,Individual Contributor,Free Trial,2204,42.17,26,48,12,10,0,3,230,29,58,83,67,31,0
RealEstate Co 2458,Real Estate,India,Conference,C-Level,Enterprise,135,2.27,46,87,10,0,0,2,313,2,33,130,12,11,0
RealEstate Co 2459,Real Estate,Middle East,Conference,VP,Starter,12,0.44,22,58,20,7,0,3,278,8,97,109,28,45,0
SaaS Co 2460,SaaS,Middle East,LinkedIn,Individual Contributor,Enterprise,1060,39.79,24,66,28,6,1,5,381,23,37,86,69,21,1
FinTech Co 2461,FinTech,India,Paid Ads,Individual Contributor,Free Trial,525,17.47,26,27,20,4,0,9,201,9,27,153,51,19,0
FinTech Co 2462,FinTech,India,Partner,Individual Contributor,Free Trial,533,6.08,33,49,32,2,0,9,221,9,105,111,65,53,0
Manufacturing Co 2463,Manufacturing,Europe,Partner,Individual Contributor,Enterprise,6,0.22,28,10,20,5,0,2,121,8,67,118,54,59,0
Cybersecurity Co 2464,Cybersecurity,Europe,Paid Ads,VP,Growth,108,3.37,0,72,2,15,1,6,204,7,17,149,27,26,0
FinTech Co 2465,FinTech,India,Paid Ads,VP,Free Trial,40,1.09,47,28,21,1,0,8,257,12,80,162,38,53,0
Cybersecurity Co 2466,Cybersecurity,Middle East,Paid Ads,C-Level,Growth,157,6.09,49,35,28,13,1,5,223,15,4,60,56,14,0
FinTech Co 2467,FinTech,Europe,Email Campaign,Manager,Free Trial,1067,22.45,14,8,15,13,0,8,310,6,97,92,77,52,0
FinTech Co 2468,FinTech,APAC,Referral,VP,Growth,1203,39.18,35,60,18,1,1,9,302,36,93,196,63,58,1
Healthcare Co 2469,Healthcare,APAC,LinkedIn,Individual Contributor,Starter,43,1.72,52,71,21,7,0,5,240,30,24,49,5,11,0
SaaS Co 2470,SaaS,LATAM,LinkedIn,C-Level,Growth,141,2.41,51,89,8,10,0,2,307,38,52,188,18,40,1
RealEstate Co 2471,Real Estate,Middle East,Partner,Director,Free Trial,36,1.32,39,61,24,16,0,5,91,27,28,16,92,43,0
Cybersecurity Co 2472,Cybersecurity,India,Email Campaign,Director,Free Trial,11,0.26,29,53,16,12,1,0,46,17,61,175,17,18,0
Cybersecurity Co 2473,Cybersecurity,APAC,Conference,C-Level,Free Trial,118,1.39,20,81,22,16,0,3,112,31,28,120,36,68,1
Manufacturing Co 2474,Manufacturing,Middle East,Partner,C-Level,Enterprise,436,9.09,4,16,0,5,0,9,320,2,45,177,31,92,0
E-commerce Co 2475,E-commerce,Middle East,Partner,Individual Contributor,Free Trial,2458,64.4,36,59,6,9,0,4,73,27,12,166,36,35,0
FinTech Co 2476,FinTech,LATAM,Webinar,VP,Starter,11,0.12,34,76,9,0,0,5,139,25,124,17,24,77,1
Healthcare Co 2477,Healthcare,Europe,Webinar,C-Level,Free Trial,35,0.9,13,31,7,17,1,7,116,15,89,103,55,47,0
Manufacturing Co 2478,Manufacturing,LATAM,Referral,Director,Growth,294,10.68,9,22,2,0,0,7,156,29,127,130,18,88,0
FinTech Co 2479,FinTech,LATAM,Referral,Individual Contributor,Starter,5,0.06,34,28,40,2,1,8,359,16,99,48,84,87,0
Cybersecurity Co 2480,Cybersecurity,Middle East,LinkedIn,Manager,Growth,493,17.37,11,65,15,18,0,3,200,10,103,114,75,59,1
Healthcare Co 2481,Healthcare,LATAM,Partner,Manager,Starter,2844,57.84,22,53,2,10,0,8,374,6,61,132,39,17,0
RealEstate Co 2482,Real Estate,Europe,Paid Ads,Manager,Enterprise,20,0.72,7,31,14,7,0,4,376,35,42,56,88,77,0
Manufacturing Co 2483,Manufacturing,APAC,LinkedIn,C-Level,Growth,1446,40.26,15,73,13,17,0,8,240,21,68,27,79,24,1
FinTech Co 2484,FinTech,Middle East,Conference,Individual Contributor,Free Trial,85,1.82,35,9,24,12,0,9,75,2,86,193,68,11,0
FinTech Co 2485,FinTech,APAC,Email Campaign,Individual Contributor,Starter,3228,61.74,49,61,1,13,1,1,225,4,108,39,92,14,0
FinTech Co 2486,FinTech,Europe,Email Campaign,Individual Contributor,Starter,174,5.59,42,65,9,4,0,9,242,25,88,206,41,11,0
E-commerce Co 2487,E-commerce,India,Webinar,Individual Contributor,Starter,9,0.21,1,85,8,6,0,8,151,30,30,149,47,96,0
EdTech Co 2488,EdTech,LATAM,Partner,Manager,Growth,3144,26.33,2,50,5,7,0,5,322,16,48,204,88,93,0
Healthcare Co 2489,Healthcare,LATAM,Referral,Manager,Growth,17,0.62,48,23,19,6,0,1,186,17,72,203,97,50,0
Healthcare Co 2490,Healthcare,North America,Organic Search,Individual Contributor,Free Trial,138,2.36,9,29,2,0,0,2,293,1,119,98,91,27,0
E-commerce Co 2491,E-commerce,North America,LinkedIn,VP,Enterprise,35,0.87,46,48,7,12,0,8,181,16,25,159,99,7,1
Healthcare Co 2492,Healthcare,India,Email Campaign,Individual Contributor,Starter,3329,53.77,22,89,1,16,0,0,41,35,55,1,89,42,0
SaaS Co 2493,SaaS,North America,Paid Ads,Director,Free Trial,165,2.67,47,29,37,6,0,7,74,23,92,87,13,61,0
Cybersecurity Co 2494,Cybersecurity,North America,Referral,C-Level,Enterprise,3122,116.82,34,77,25,8,0,6,381,1,94,146,56,18,1
EdTech Co 2495,EdTech,APAC,Organic Search,Individual Contributor,Free Trial,283,10.76,4,49,12,8,0,8,131,31,106,169,72,68,0
FinTech Co 2496,FinTech,India,Webinar,Director,Growth,1133,30.21,34,63,29,13,0,7,43,15,52,8,9,66,1
EdTech Co 2497,EdTech,India,LinkedIn,Individual Contributor,Starter,2719,69.13,43,84,0,11,0,2,28,16,106,26,15,92,1
FinTech Co 2498,FinTech,Europe,Partner,Individual Contributor,Starter,106,2.45,55,36,2,10,0,6,381,3,13,6,55,100,0
FinTech Co 2499,FinTech,LATAM,Email Campaign,Individual Contributor,Free Trial,932,33.67,30,16,34,1,1,9,273,3,94,186,55,12,0
FinTech Co 2500,FinTech,APAC,Organic Search,VP,Starter,18,0.19,1,28,6,12,0,5,137,30,111,124,100,47,1
Healthcare Co 2501,Healthcare,APAC,Organic Search,Individual Contributor,Free Trial,1193,19.45,54,73,11,1,0,2,344,2,127,138,88,33,0
SaaS Co 2502,SaaS,Middle East,Organic Search,VP,Starter,77,1.71,31,47,11,5,1,1,380,14,120,155,59,83,1
FinTech Co 2503,FinTech,North America,Organic Search,C-Level,Enterprise,8,0.09,38,86,28,17,0,0,353,30,82,123,52,56,1
E-commerce Co 2504,E-commerce,India,LinkedIn,Manager,Starter,7,0.1,10,69,9,2,1,0,33,8,60,124,63,69,0
Cybersecurity Co 2505,Cybersecurity,Middle East,LinkedIn,C-Level,Enterprise,1587,24.61,43,7,8,18,0,3,63,34,68,206,96,19,1
FinTech Co 2506,FinTech,Middle East,Organic Search,VP,Growth,245,2.68,35,41,32,16,1,2,163,33,21,117,47,62,1
EdTech Co 2507,EdTech,LATAM,Paid Ads,Director,Starter,122,4.5,2,26,10,18,1,2,15,15,17,64,45,35,0
FinTech Co 2508,FinTech,LATAM,Organic Search,C-Level,Enterprise,77,2.36,25,9,8,8,0,1,210,6,116,28,44,22,0
Healthcare Co 2509,Healthcare,India,Webinar,Individual Contributor,Enterprise,39,0.8,3,16,5,0,0,0,80,21,64,21,78,66,0
FinTech Co 2510,FinTech,LATAM,Email Campaign,VP,Starter,11,0.12,26,42,7,17,1,4,250,15,57,138,50,69,0
E-commerce Co 2511,E-commerce,LATAM,LinkedIn,C-Level,Starter,18,0.23,54,10,0,6,0,3,118,26,19,64,22,73,0
EdTech Co 2512,EdTech,LATAM,Conference,VP,Enterprise,125,3.42,3,10,1,13,0,5,269,35,90,197,60,30,0
EdTech Co 2513,EdTech,North America,Organic Search,Individual Contributor,Starter,2181,67.28,55,7,13,9,0,2,29,25,122,136,68,51,0
SaaS Co 2514,SaaS,Middle East,Webinar,Manager,Free Trial,3415,62.09,26,31,27,11,0,5,143,38,110,151,8,9,0
FinTech Co 2515,FinTech,India,Conference,C-Level,Starter,11,0.11,6,45,1,9,0,8,332,17,87,199,46,37,0
Cybersecurity Co 2516,Cybersecurity,North America,Email Campaign,Director,Starter,7,0.11,8,5,16,4,1,9,364,16,43,19,62,66,0
EdTech Co 2517,EdTech,LATAM,Webinar,Manager,Growth,128,1.26,2,64,8,7,1,3,23,28,35,32,91,54,0
RealEstate Co 2518,Real Estate,Middle East,Referral,Individual Contributor,Starter,42,0.45,46,26,19,2,1,7,195,9,87,191,99,93,0
E-commerce Co 2519,E-commerce,Europe,Organic Search,Director,Enterprise,366,5.48,28,39,5,0,0,3,14,14,90,169,99,27,0
Cybersecurity Co 2520,Cybersecurity,Europe,LinkedIn,C-Level,Free Trial,435,11.62,42,76,22,1,0,3,17,15,53,137,85,10,1
FinTech Co 2521,FinTech,APAC,Paid Ads,Director,Enterprise,11,0.33,51,5,5,14,0,1,14,6,34,86,76,99,0
E-commerce Co 2522,E-commerce,LATAM,Conference,C-Level,Free Trial,6,0.09,12,24,5,13,0,5,53,24,26,205,10,92,0
RealEstate Co 2523,Real Estate,North America,Partner,Individual Contributor,Enterprise,196,3.13,33,79,20,16,1,8,39,21,85,138,22,75,0
SaaS Co 2524,SaaS,LATAM,Email Campaign,VP,Growth,29,1.06,44,70,39,14,0,7,166,37,104,85,80,64,1
Cybersecurity Co 2525,Cybersecurity,North America,Conference,Manager,Enterprise,48,1.4,26,23,22,14,1,9,382,37,104,24,70,10,0
FinTech Co 2526,FinTech,North America,Paid Ads,VP,Starter,104,3.07,42,52,16,1,0,7,282,6,76,143,78,52,0
EdTech Co 2527,EdTech,India,Partner,Manager,Enterprise,44,1.06,43,43,18,7,0,5,3,17,125,92,32,20,0
SaaS Co 2528,SaaS,India,Partner,Director,Starter,15,0.53,48,83,13,5,0,6,45,18,81,92,85,68,1
E-commerce Co 2529,E-commerce,LATAM,LinkedIn,Manager,Growth,442,12.67,24,13,15,15,1,0,192,37,122,44,29,53,0
Manufacturing Co 2530,Manufacturing,APAC,Referral,Manager,Free Trial,153,2.19,6,5,3,15,0,1,117,4,36,113,97,64,0
E-commerce Co 2531,E-commerce,Europe,Webinar,Individual Contributor,Enterprise,7,0.26,16,3,7,11,0,9,18,26,63,207,75,13,0
SaaS Co 2532,SaaS,North America,Paid Ads,VP,Enterprise,3153,57.87,3,75,10,13,0,9,113,7,28,179,7,37,0
Cybersecurity Co 2533,Cybersecurity,Europe,Webinar,C-Level,Enterprise,18,0.6,50,15,27,14,0,7,319,9,71,208,28,13,1
SaaS Co 2534,SaaS,North America,LinkedIn,C-Level,Starter,7,0.11,1,52,9,8,0,9,19,12,90,213,81,34,1
FinTech Co 2535,FinTech,Europe,Paid Ads,Individual Contributor,Starter,247,5.47,28,89,21,1,1,6,241,14,58,128,32,22,0
RealEstate Co 2536,Real Estate,North America,LinkedIn,VP,Starter,70,1.42,50,79,7,17,1,5,315,7,48,183,68,61,1
RealEstate Co 2537,Real Estate,North America,Organic Search,VP,Enterprise,19,0.29,13,10,9,16,0,6,296,14,37,26,36,86,0
RealEstate Co 2538,Real Estate,India,Conference,C-Level,Starter,881,31.19,18,1,3,17,1,3,268,18,39,62,18,69,0
E-commerce Co 2539,E-commerce,APAC,Conference,Individual Contributor,Starter,2232,55.05,42,81,8,9,1,5,141,5,91,35,70,25,0
SaaS Co 2540,SaaS,North America,Conference,VP,Starter,35,0.59,45,5,0,12,0,2,134,38,100,195,61,23,1
Cybersecurity Co 2541,Cybersecurity,North America,Organic Search,C-Level,Enterprise,1001,27.77,7,88,7,6,0,2,46,4,83,207,99,40,1
RealEstate Co 2542,Real Estate,Middle East,Partner,Manager,Starter,2529,83.37,32,3,5,17,0,4,6,26,19,49,16,39,0
EdTech Co 2543,EdTech,Europe,Organic Search,Director,Growth,89,2.31,19,61,6,12,0,8,134,16,129,219,61,83,0
FinTech Co 2544,FinTech,India,Webinar,C-Level,Enterprise,1259,21.36,17,9,25,17,0,8,215,34,41,34,18,6,0
Manufacturing Co 2545,Manufacturing,Middle East,Paid Ads,VP,Free Trial,72,0.58,0,76,2,14,0,6,95,29,87,111,63,77,0
Manufacturing Co 2546,Manufacturing,LATAM,Paid Ads,VP,Free Trial,1295,26.45,33,60,27,14,0,2,60,12,130,164,91,81,0
FinTech Co 2547,FinTech,LATAM,Referral,Manager,Starter,564,10.1,37,61,5,8,0,7,130,11,40,125,69,30,0
EdTech Co 2548,EdTech,India,Email Campaign,Manager,Growth,1849,47.04,39,62,31,2,0,1,209,13,108,97,20,18,0
Cybersecurity Co 2549,Cybersecurity,LATAM,LinkedIn,C-Level,Starter,2383,94.5,1,63,0,17,0,6,101,10,97,107,87,59,1
Cybersecurity Co 2550,Cybersecurity,APAC,Referral,C-Level,Enterprise,179,2.69,0,11,2,2,1,3,162,4,9,85,31,79,1
EdTech Co 2551,EdTech,APAC,Conference,VP,Starter,33,1.24,17,65,7,9,1,8,24,11,113,17,47,21,0
EdTech Co 2552,EdTech,India,Paid Ads,Manager,Enterprise,551,19.92,33,23,39,10,0,1,359,35,22,179,21,60,0
EdTech Co 2553,EdTech,LATAM,LinkedIn,Individual Contributor,Free Trial,1643,34.39,50,65,31,18,1,7,211,17,115,77,100,23,0
E-commerce Co 2554,E-commerce,APAC,Partner,VP,Growth,6,0.08,25,87,31,14,1,7,336,18,90,146,11,25,0
RealEstate Co 2555,Real Estate,LATAM,Conference,Manager,Starter,25,0.39,47,47,9,11,0,9,254,33,50,146,18,49,0
Manufacturing Co 2556,Manufacturing,LATAM,Paid Ads,Director,Enterprise,99,3.7,26,14,21,16,0,7,254,4,5,1,82,85,0
Cybersecurity Co 2557,Cybersecurity,Europe,Referral,Individual Contributor,Growth,373,8.24,51,84,25,18,0,9,290,12,21,6,50,21,1
RealEstate Co 2558,Real Estate,Middle East,Conference,C-Level,Growth,18,0.7,34,88,19,7,0,6,310,14,35,181,21,89,0
FinTech Co 2559,FinTech,APAC,Paid Ads,VP,Growth,356,3.68,26,45,8,7,0,0,263,8,38,37,40,43,0
Manufacturing Co 2560,Manufacturing,APAC,Paid Ads,Individual Contributor,Growth,102,2.52,39,36,29,0,0,5,191,11,43,131,37,90,0
EdTech Co 2561,EdTech,APAC,Conference,C-Level,Free Trial,1073,22.45,38,59,39,6,1,5,186,2,70,34,40,21,1
Healthcare Co 2562,Healthcare,Middle East,Paid Ads,Manager,Free Trial,37,1.11,49,7,0,16,0,4,287,20,99,216,15,89,0
RealEstate Co 2563,Real Estate,APAC,Paid Ads,C-Level,Free Trial,699,25.11,26,63,6,1,0,7,60,20,66,185,84,67,0
Cybersecurity Co 2564,Cybersecurity,Europe,Paid Ads,C-Level,Starter,10,0.14,1,2,9,5,0,1,49,20,44,100,11,83,0
Manufacturing Co 2565,Manufacturing,LATAM,Email Campaign,VP,Growth,12,0.16,42,62,23,14,0,3,90,34,86,67,35,99,0
Healthcare Co 2566,Healthcare,North America,Webinar,Manager,Free Trial,1231,14.31,15,62,16,5,0,5,33,19,35,53,76,48,1
FinTech Co 2567,FinTech,APAC,Email Campaign,Director,Free Trial,23,0.42,10,19,12,8,0,9,88,35,117,42,44,48,0
E-commerce Co 2568,E-commerce,Europe,Organic Search,Director,Enterprise,3451,47.49,52,70,12,15,0,1,220,31,127,10,74,60,1
E-commerce Co 2569,E-commerce,Middle East,LinkedIn,Manager,Free Trial,65,1.69,17,16,5,3,0,9,356,7,40,172,7,75,0
E-commerce Co 2570,E-commerce,APAC,LinkedIn,C-Level,Free Trial,2669,37.99,20,47,25,14,1,3,109,24,99,203,85,47,1
Healthcare Co 2571,Healthcare,LATAM,Partner,VP,Starter,8,0.28,14,84,15,16,0,5,307,6,14,189,52,12,0
RealEstate Co 2572,Real Estate,North America,Conference,Individual Contributor,Enterprise,14,0.21,37,58,9,6,1,9,49,30,89,16,56,33,0
EdTech Co 2573,EdTech,APAC,Partner,Manager,Free Trial,2384,45.53,39,28,12,13,1,6,136,8,73,127,6,34,0
